alphas,beta,steps,years,error_alpha,error_beta,scalar,min_value
0.3560766296256058,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.001487114228915242,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.06778149996894187,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.06759182418732139,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.5339794856947225,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.0005317918565697532,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.033925139921175886,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.125745357707837,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.3438451976832944,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.005171852104157533,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.2863019258078482,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.006252546785186496,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.003167558125033243,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
4.666855780080656,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.022227545716863095,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.8708387242175861,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.38556108761666646,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.12250284655394708,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
1.184513607652118,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.15533345184101113,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.2125576380072354,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.18470695488347252,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.785878250562408,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.056794891799682834,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.03580316766759794,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.0006394541468665348,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.02998519757905639,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.008977259370973541,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.021738751321424228,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
2.360679774997897,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.004289430452325778,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.5820132627276593,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.019193787254996326,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
2.338174450887308,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.17710417488898536,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.3498134762365702,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.003374673237228268,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.10389411699545359,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.00027628235615328425,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.0038133130656329366,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.011862412896422276,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.2381377392205496,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.00047389748394644935,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.031018572550806617,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
1.4931496520929903,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.0005399326127376575,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.00030117538121621494,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.001022816101208435,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.07590555845827071,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.31552485638911953,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.005321078282993602,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.002209972843818316,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.38627172797333886,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
0.9994416965708146,1.987702886571746e-09,50,21,0.16859345804202722,0.0052469534456922595,100,0.01
