0 0 0 0 0.895172799825843 0 0 0 0.00444614510564719 0 0 0 0.0488649675996371 0 0 0.177543233105394 -0.0119557422789873 0 -0.997626385225576 -0.570622483433884 0.38263593075606 -0.0368779636505102 0 0 -1.08958058142355 -0.0137320820510754 0 0 0.409628588039274 0 0.0146433380674786 0 0.0410554700015837 1.11647683260875 0 0 0 0.0561416375225509 0 0 0 0 0 0 0 0 -0.305812125742475 0 0
0 0 0.0119603533333817 0 -1.49535087796673 0.0081404430601829 0 0 0.0139276242862292 0.00190920627591295 0 0.0246059927857367 0 0 0 0 0.240344668971393 0 0 0.995912321827008 0 0 0 0 0 0.0136532627985076 0 0 0 0 0 0.118496589717459 0.0166825399019438 0.188307581998124 0 0 0 0 0 0.0161050889334621 0 0 0 -0.0920576893635196 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1.12000561802012 0 1.77869286330325 -5.33604262438453 0 0 0 0 0 0 0 0 -0.638119557801542 0 0 0 0 0 0 -13.1781463835116 0.123993964781252 0 0 0 -0.0811715948565702 0 0 -0.876846773862737 0 0 0 0 0 0 0 0 0 0 0
0 0.450596815263217 -0.12767488208627 0 0 -2.66153174624528 0 0 -0.0918693424323364 0 0 0 0.214984532141165 0 0.476537703546891 0.402538368796843 0 0 0 -3.82064560701013 0 0 -0.382214334098065 -0.450573760006252 -2.97985506555354 0.0631821319761257 0 0 0.428762084131902 0 0 0.355873728126622 -0.0691665691731596 0 -0.00372956151997048 0 0 0 0 0 0.0799377036800027 -1.13193301264656e-16 0 0 0 0 0 0 0
0 0 0.00058051100036193 0 0 0 0 0 0 0 0 0 0 0.00308691366348281 0 0 0 0 0 0 0 0 0.00326305948378001 0 0 0 0 0 0 0.0458152500239173 0 0 0 0 -3.90786993044046e-05 0 -0.00716442799488073 0 0 0.000595568294192356 0 0 0 0 0 0 0 0 0
0.441805082101125 0 0 0 -4.93240560026521 0 -0.0124158798111141 0 0 0.245701193952253 -0.187680961942534 0 0 0 0 0 -0.248881803300762 0 1.0819282369438 0 0 -1.16923634573489 0 0 0 0 0 0 0 0 0 0 0 1.21526266805869 0 0 0 0 0 0.0197936447031577 0 0 0 0 0 0 0 0 0
0 0 1.81503082266365 0 0 0 0 0 0 0 13.0760374206204 2.65427151326883 0 0 0 0 0 0 0 0 -295.177053270781 0 32.8321474504983 27.9953577586051 0 3.6074652384241 0 0 0 0 0 0 1.1514340413765 0 0 0 0 0 0 0 0 0 0 32.5756727054054 0 0 0 0 0
0.0456559599874264 0.0583081973651839 0 0 0 0 0.00388256011166368 0 0 -0.0315868337288936 0 -0.00992793806782451 0 0 0 -0.0546356509217668 -0.0126337688926186 0 0.156363690513731 0 0 0 0 0 0 0 0 0 0 0 0.00374500686532607 0.0460905924591007 0 0 0.000212306226302942 0 0 0 0 0 0 0 0 0 -0.038597637459212 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0104179038247486 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 8.42101935870873 0 0 0 0 0 0 0 0.227128867493006 0 0 0 0.422651768260871 0 -7.61454838571218 0 3.04352876536378 0 0 0 0 0 0 0 0.916251417675625 0 0.0585033773146458 0 0 4.79916704893506 0 0 0 0 0 0 0 0 0 0.597240628202091 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.807888406762818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4.1228451434044 0 0 0 0 0 0 0 0 0 0 0 0 0.405878469716646 0 -0.299811894023263 0 0 -6.5749114899858 0 35.2274234813716 0 0 0.146675634145182 0 -0.748159908250314 0 -2.60738100255942 0 0 0 0 0 16.9669392695964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0.356095220891297 0 0 0 0 0 0 0 2.50309007813591 0 0 0 0 0 0 0 0 0.252331159339043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0015793364477985 0 0 0 0 0 0 0 0 0.0591909041924569 0 0 0 0 0
