0 0 0 0 0 0 0 0 -0.00226029157728054 0 0 0 0 0 0 0 -0.00704286385520041 0 -0.397332835087002 0.13273685298961 0 0 0 0 0 0.260614537996677 0 0 0 0 0 0.816725545233713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0.0272843317164197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1.92837962020317 0 0 0 0 0 0 0 0 0 0.180486780690638 -0.0910800931705582 0.407715540268212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0918136364242867 0 0 0 0 0.552336927456425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0.189030937285539 0 0 0 0 0 0 0 0.171976298907269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0116771535523281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0.147361937334639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.57887029392336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0.0736251412158016 0 0 0 0 0 0.0472401563225243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1.29766550690491 0 0 0.773207957794534 0 0 0 1.42097835361231 0 0 11.5837820973016 0 0 0 0 0 0 0 -1.21605443049823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0.0149373307312637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.6504224669451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.33038078814244 0 0 0 0 0 0 0 0 0 0 0
-0.47426303963904 0 0 0 0 0 0 1.72564964081427 0 0 0 0 0.672693858206453 0 0 -1.35482200427456 0 4.3077730539112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.446895209922518 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.7547983780674 0 0 0 0 3.07287561551533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.21472162806298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.66651355032028 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 -0.106620699324222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0.679712683174614 0.117110841467061 0 0 0 0 0.0762890189035898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0568836966251296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.24335157569875 0 0 0 0 0 0.111379021223657 0.111098813631415 0 0 0 0 0 0 0 0 0.0506427065380358 0 0 0 0 0 0 0 0 0 0 0 0 -0.134386891569022 0 0 0 -0.948504648507351 0 0 0
0 0 0 0 0 0 0 0 0 0 0.529532811910558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
