2.213638556509156530e-02,2.548485856994564536e-02,2.401550134493352084e-02,1.821912802862468705e-02,1.003328441794582027e-02,2.194580100129628342e-03,-2.676197589914219854e-03,-2.950325509953999337e-03,1.464226032732218741e-03,8.667255175012877899e-03,2.540000000000008917e-02,2.549999999999985612e-02,2.540000000000008917e-02,2.540000000000008917e-02,2.539999999999986713e-02,1.430000000000009042e-02,-1.190000000000002167e-02,2.800000000000024691e-03,-4.000000000000003553e-03,3.999999999999559464e-04
1.777461784571627429e-03,-6.043370067543544708e-03,1.102026306434411573e-03,4.123711340206184794e-03,1.706363313188767258e-03,5.510131532172054397e-03,-4.976892996800565822e-03,5.332385353714955145e-04,-4.656949875577680309e-03,1.421969427657307494e-03,8.176324209029500745e-04,1.066477070742963273e-04,9.953785993601152460e-04,-8.176324209029507684e-03,5.794525417703521100e-03,1.813011020263063586e-03,-2.488446498400270768e-04,1.291766949418689248e-03,-6.618060268339109875e-04,-8.621979653294312845e-04
-3.000000000000002665e-03,-4.000000000000003553e-03,-5.000000000000004441e-03,-4.000000000000003553e-03,-5.000000000000004441e-03,-4.000000000000003553e-03,-5.000000000000004441e-03,-5.000000000000004441e-03,-5.000000000000004441e-03,-5.000000000000004441e-03,-5.999999999999894307e-03,-5.000000000000004441e-03,-5.000000000000004441e-03,-5.000000000000004441e-03,-6.000000000000116351e-03,-4.999999999999893419e-03,-5.167490685017761542e-03,-5.029325618352231686e-03,-4.930221476218243915e-03,-4.839603740263376253e-03
3.546099290780091451e-03,2.127659574468199200e-03,-7.092198581561404147e-04,-4.964539007092150236e-03,0.000000000000000000e+00,-6.382978723404320043e-03,-1.134751773049644252e-02,-7.092198581560016368e-04,-4.964539007092261258e-03,-1.063829787234038537e-02,-3.546099290780202473e-03,-4.255319148936120843e-03,-7.801418439716351072e-03,-1.347517730496458621e-02,-9.219858156028215568e-03,-9.641422392259624274e-03,-8.365979646231896938e-03,-5.627923548385677099e-03,-2.455700274557465201e-03,3.692374523049379853e-04
-5.500000000000060396e-03,1.600000000000001421e-02,-2.499999999999946709e-03,4.999999999999449329e-04,1.000000000000222933e-03,1.999999999999890754e-03,3.500000000000058620e-03,0.000000000000000000e+00,6.499999999999839240e-03,-3.000000000000002665e-03,2.000000000000001776e-03,4.500000000000170530e-03,6.499999999999839240e-03,2.500000000000057732e-03,6.000000000000005329e-03,2.500000000000057732e-03,-9.499999999999952927e-03,7.497944290846714210e-03,4.172178221404032605e-03,4.039977906066805069e-03
1.799999999999990496e-02,1.000000000000111910e-03,0.000000000000000000e+00,-2.000000000000001776e-03,-5.999999999999894307e-03,-1.600000000000012523e-02,-2.799999999999991385e-02,-3.800000000000003375e-02,-3.100000000000002753e-02,-1.000000000000000888e-02,1.300000000000001155e-02,2.199999999999990852e-02,1.900000000000001688e-02,1.100000000000012079e-02,1.200000000000001066e-02,1.200000000000001066e-02,1.199999999999989964e-02,-2.407978378779984663e-02,-2.552475371405726889e-02,-3.145091037882341567e-02
4.599999999999049294e-04,4.300000000000414602e-04,3.400000000000069633e-04,1.900000000000234834e-04,0.000000000000000000e+00,-3.300000000000524736e-04,-5.699999999999594280e-04,-6.200000000000649436e-04,-4.699999999999704414e-04,-9.999999999998898659e-05,3.299999999999414513e-04,6.900000000000794387e-04,1.020000000000020890e-03,1.340000000000007851e-03,1.639999999999974811e-03,1.919999999999921769e-03,2.180000000000070770e-03,1.529365723207609662e-03,1.271652613575535717e-03,7.244637079206750485e-04
7.453311032956544402e-03,7.894036187067854371e-03,8.125621620457934569e-03,8.434661600865922537e-03,8.821198838660393449e-03,9.285287846800827083e-03,8.985882873190575992e-03,1.125001648584600389e-02,1.088112386864992231e-02,1.120622684442906802e-02,1.138425816947119529e-02,1.141524011607231159e-02,1.186313451553144827e-02,9.836812514185777623e-03,9.695655723948259919e-03,9.008532029651572515e-03,8.444437375169533411e-03,8.091597274241024706e-03,8.005185630555189391e-03,8.198696937291805042e-03
1.453999999999955328e-03,1.454000000000066350e-03,1.790000000000402380e-04,1.799999999999579714e-04,1.790000000000402380e-04,1.799999999999579714e-04,1.790000000000402380e-04,4.149999999999431921e-04,4.150000000000542144e-04,4.159999999999719478e-04,4.149999999999431921e-04,4.150000000000542144e-04,3.070999999999934893e-03,3.071000000000045915e-03,3.071000000000045915e-03,3.070999999999934893e-03,3.071000000000045915e-03,2.539134046011359835e-03,1.880464418252181247e-03,9.792846092472329289e-04
9.299999999999974953e-03,7.300000000000084199e-03,5.599999999999938360e-03,5.399999999999960387e-03,6.700000000000039257e-03,5.399999999999960387e-03,6.000000000000005329e-03,4.000000000000003553e-03,8.000000000000229150e-04,3.099999999999991651e-03,4.600000000000048495e-03,1.599999999999934808e-03,1.700000000000034817e-03,6.500000000000061284e-03,2.099999999999990763e-03,4.799999999999915445e-03,2.000000000000001776e-03,2.700000000000035705e-03,4.500679262126383584e-03,3.531625862478460220e-03
