0 0 0 0 0 0 0 0 0.00710505618097204 0 0 0 0 0 0 0 0 -0.000791373358834257 0 -0.0972866009725288 -0.571620411000054 0 -0.0171471741476168 0 0 0 0 0 0 0 0.801339706082976 0 0 0 0 0 0 0 0.0628969999016674 0 0 0 0 0 0.410558039452201 0 0 0 3.63701760080914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 -0.00683512110665776 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.755436657966984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 -0.522673067296775 0 -0.495232355065959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.287054844460328 0.257258734437714 0 0 0 0.111587578584078 0.0105658882438752 0 0.0280542058126222 0 0 0 0 0 0 0 0 0 0.659165568267572 0 0 0.0417498887455673 0 0 0 0.436095466849172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48587223017415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0.065803821959882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 -0.0423954568129422 0 0 0 0.775235493910862 0 0 0.0500679641207483 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.168002765856323 0 0 0 0 0 0 0 0 0 0 0 0 7.21773620347415 0 0 0 0 0 0 0 0 0 0 0 0 0 6.46590212614948 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 -7.54329614968979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81.1740329433621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0.00573448803465281 0 0 0 0 0 -0.00186969076340124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.60712211154567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.92550413860456 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.31448441822871 0 0 0 0 0 0 0 0 0 0 1.35590053177249 0 0 0 0 0 0 0 0 0 33.077384785255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0574124955135948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.391605724624489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
