0 -0.00377138292875236 0 0 0.274675512240773 0 0 0 0 0 0 1.88981064686816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.06594952365884 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.123795383982257 0 0 0 0 0 0 0 0 0 0 -0.921629729797266
0 0 -0.460063499931261 0 -0.8809526423748 0 0 0 1.10645452661087 0 -0.0603202976395149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.415605521842315 0 0 0 0 0 0 0 0 0 0 -4.28005179004804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 -0.719461898117244 0.677821745911697 0 0 0 0 0 -0.0642107805091379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00301336513047438 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0.0425147399979165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.866085588008254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 -0.298310849753915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.409889517560996 0 0 0 0 0 0 0 0 0 0.682233866969118 -5.1833952897639 0 0 0 0 0 8.35566247650832 0 3.47090484733246 0 0 0 0 -0.808640720926785 5.34391648628377 0 0 9.04993513363396 0 0 0.0489464819683753 0 0 0 0 0 0 0 0 0 0 0 -3.6390832053634 0 0 0 0 0 0 0 0 0
0.0130934124795022 0 0 0.0330325808937341 0 0 0 0 0 0.00657303253201865 0 0 0 0 0 0 0 0 0.090098402068867 0 -0.0314148840828957 0 0 0 -0.0318289253717929 0 0 0 0 0 0 0 0 -0.124899051419477 0 -0.00256552995648039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.212277285089374 0
-0.576616626238749 0 0 0 0 0 0 0 0 0 0 0 0 -3.29105173236378 0 0 0 4.12533810206357 0 0 0 0 0 0 3.22642195488704 5.05002720075025 0 0 13.3701544388792 0.0104458151907018 0 0.086734905714699 0 0 0 0 -3.60647384787582 0 0 0.00457950226333217 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0230668575946797 0 0 0 0 0
0 -0.118433488151452 0 0 0 1.03285793483571 0 2.22892532959789 0.259677729357812 0 0 -3.79300446013679 0 0 5.03035895289832 0 0 0 0 0 0 0 0 0 0 0 0 0 -16.6530310650399 0 0 0 12.1188809980322 0 -1.19841928364466 0.0938796243955479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 -0.0816580508668045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0.0446138342342283 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.167238044638714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0634946014072625
0 -1.01080049399897 -4.7349732053329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.617932376504827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.67336165992227 0 0 0 0 0 -0.080260680509358 0 -19.9944047384228 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.117222302590081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0387271159946125 0 0 0 0 0 0 0 0 0 0 0 0
0 -1.85950311534935e-05 0 0 0 0 0 0 2.41764670059074 0 0 -0.801192609009932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0750002229238941 0 0 0 0 0 0 0 0 0 0 0 -0.0604312809077919 0 0 0 0 -0.450202710218661 0 0 0 0 0 0 0 0 0
0 0 0 0 -0.00131514576247624 0.0514859732912446 0 -0.0086755368577444 0 0 -0.0193882340562227 0 0.0175630857409477 -0.0138323970406463 0.0610586592213681 0 0.127580668202784 -0.489548831595508 0.19476450847618 -0.126662197282418 -0.138457908858744 -0.00617292603121111 0 0 0.155997477902249 0 0.025009730058376 0 0 0 0 0.0233669517056016 0 0 0.205603732932068 0 0 0 0 0 0 0 0 0 -0.88996184971499 0.159778510489085 0 0 0 0 0 0 0
