0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.312859693278819 0 0 0
0 0 0 0 0 0 0 -0.137882284221854 0 -0.155113786820443 0 -0.218610469586714 0 0 0 0 0 0 0 0 4.60793389077261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.148368597299264 0 0 0 0 -0.0154033737390459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.170640786495959 0 0 0 0 0 0 0 0 0 0 0 0 -0.450922704231212 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1.48249755964142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.09678994589191 0 0 0 0 0
0 0 0 0 0 0 0 0 0.00532131270111689 0 0 0 -0.00726800872123678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -3.76910642967625 0 1.46586362813749 0 0 0 0 0 0 0 0 0 0 0 3.14588617274194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 -0.523894802088788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1.55862382470316 1.50304583829712 0 0.631961965798255 0.578371855436619 -1.63578153851103 0 0 0 3.96319126589013 2.07660165412146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.04632915107203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 1.14761391209714 0 0 0 0 0 0 0 0 0.103845542975991 0 0 0 0 0 0 0 0 0 0 7.31043684049491 0 0 0 -1.90701398586886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.803453562396815 0 0.147448059639562 1.07152551526151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.692125789095395 0 0 0 0
0 0 0 0 0 0 0 2.35089011007597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0.00021121597150508 0 0 -0.00711782672945925 0 -0.15342223527471 0 0 0 0 0 0.226716859026876 0 0 0 0 0 0 0 1.81232061901851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0.000817943148589712 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0.012702098781807 0 0 0 0 0 0 0 0 0 0 0 0 0.0651775251811162 0 0 0 -0.0359588287039137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0.0121501964652025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.387597750364022 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.168711730910938 0 0 0 0.140440294991467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.344815843696243 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 -0.0184546792924412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.158867416588579 1.01814582592337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
