0 0 0 0 0 0 0 0 0.00282798303723816 0 0 0 0 0 0 0 0.0342046301493473 0 -0.0165782269827791 0.181972028709867 0 0 0.329041570701853 0 0 0.276282657553268 0 0.0236823464456914 0 0 0 1.75869645898873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0.0296534735616211 0 0 0 0 0 0 0.0821744542685289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 -0.0700560641617932 0.285656697794094 0 0.0629550099003959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.517661337407415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0.30125042516246 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0.0198141986081597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0203809083446945 0 0 0 0
0 0 0 0 0.138677647447909 0 0 0 0 0 0.117100889499556 0 0 0 0 0 0.0197671866040454 0 0 0 0 0.498940006241429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.255175337805052 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0.794186323421735 0 0 0.837840470564353 0.704392833969455 8.45262974267783 0 9.70564684964215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08232956746099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 -0.0283732894619627 0 0 0.00766307822705619 0.0152984381734122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0974768609450858 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1.16807044590706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.87319695866516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05929937682118 0 0 0 0 0 0 -1.98453443429201 0 0 0 0 0 0 0 0 0.392760365727429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.580927282001356 0 0 0 0 0 0 0 0
