0 0 0 0 0.00498694123188691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 -0.352359450161186 0 -0.214241668744353 0 0 0 0 0 0 0 0 0 0 0 0 -0.6479161364062 0 0 0 0 -1.73421049760351 0 0 0 -0.357020375680628 -6.82510079793457 0 0 0 0 0 0 0 0 0 0 0 0 0 1.37244885825348 0 0 0 0 0 0 0
0.218125407325542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.370931343040821 0 0 0 0 0 0 0 0 0 0 0 0.104504954619911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -0.123473367226354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0127010580720424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0.0758986971925029 0 0 0.282039746409572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 2.36206297447004 0 0 0 0 0 0 -0.178397699898702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0.0123154669554339 0 0 0 0 0 0 0 0 0 0 0.133378924197394 0 0 0 0 0 0.159132556699096 0 0 0 0 0 0 0 0 0 0 0.197481160289807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0.500652392769315 0 0 0 0 0 0 0 0 4.91011816350764 0 0 0 0 3.12545747763576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0571623696013198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 12.3437894349902 0 0 0 0 0 0 0 0 0 13.5688295722294 0 52.1777020433767 0 0 0 0 0 0 0 -5.16432296798321 0 0 0 0 0 0 0 0 0 0 0 0 16.8787692196734 0 0 0 0 0 0 -41.9267097840898 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -0.587242694647119 0 0 0 0 0 0 0 0 0 0 -2.30571710147376 0 -3.31898493672598 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.29281906001859 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 -0.16966653500688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 -1.19479970000398 0 7.07771647149031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.48272952858447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.68854061991884 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.401698922507122 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1.27526505013936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
