0 0 0 0 -0.0599309970928865 0 0 0 0.00350592199358124 0 0 0 0 0 0 0 -0.0172571496233432 0 -0.143991310011946 0.028950742504112 0 0 0 0 0 0 0 0.0733925622493696 0 0 0 -0.156371315668643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0.349818973214901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00985196700674079 0 0 0 0 0 0 0.00303102862130619 0 0 0 1.41968788447202 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 -0.806058038320885 0 -0.178177836138328 0 -0.144240689258463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.29315189454171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0.382520067335523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.20353375879091 0 0 0 0 0
0 0 -0.0136745140885678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.616194477446874 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.441867667007069 0 0 0 0
0 0 0 0 0 0 0 0 0 0.0139836666131748 0.0356652961902597 0 0 0 0 0 0.0756699185790601 0 0 0 0 0 0 0 0 0.327605445138738 0 0 0 0 0 0 0 0 -0.00340321360609388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4.0928629155095 0 0 0 0 0 0 0 0 -0.0101794023361084 -0.0207757682818055 0.373330144241814 0.332662811744296 0 0 0 0 1.93142354565725 0 0 0 0 0 0 0 0 0 0 0 0 0 4.06702020498167 0 0 0 4.16435295226079 0 0.506571212121553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -0.0522712159335394 0 0 0 0 0 0 0 0 0 -0.00573039380914446 0 0 0 0 -0.000701803164184466 0 0 0 0 0 0 0 0 0 0 0 0.083528544021098 0 0 0 0 0 0 0 0 0 0 0 0.478137821027467 0 0 0 0 0 0.0199434768216059 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113382040128105 0 0 0 0 7.25592495088722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.31905164380461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00801617432550813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 5.17183514154987 0 0 0 0 0.626080065271863 0 0 0 -0.221716274909294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1.15351202097388 0 0 0 0 0 0.335540316747095 0 -0.938265319237632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00419576521131775 0 0 0
0 0 0 0 0 0 0 0 0 0.591634443690237 0 0 0 0 0 0 -0.66280183280787 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.589479650923307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0339729295981545 0 -0.288121537141754 0 0.127624327113082 0 0
0 0 0 0 0 0 0 0 0 0 0.50155014768896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0.0565136022015934 0 0.00266685504570601 0 0.0312965734657051 0 0.876816499623397 0.551658642016849 0 0 0 0 0 0 0 0 0 0 0 0 0.00155338595386418 -0.074519894800589 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00236001010714838 0 0 0 0 0 0 0 0 0 0 0 0 0 0.138346982961555 0 0 -0.0384150364524953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 8.61692767396398e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.180940422031766 0 0.0437401404501682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0209646797838671 0 0 0 0 0 -0.039514750973803 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
