0 0 0 0 0 0 0 0 0.00473670633554698 0 0 0 0 0 0 0 0 0 -8.24432940182479e-05 0 -0.104769285940247 -0.415538903436203 0 -0.0221555421294505 0 0 0 0 0 0 0 0.758017326430325 0 0 0 0 0 0 0.0294440532523622 0 0 0 0 0 0 0 0.605475066930474 0 0 0 3.25279832534208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 -0.0043150792358394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 -0.353483480924825 0 0 0 0 0 0 0 0 0 -3.36526520951914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.245406629928469 0.229371469196245 0 0 0 0.107363318834679 0.00924489396824947 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0839507109072387 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.112467654964503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0.0681229564698735 0 0 0 0 0 0 -0.0682358489807596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0.0883633555212895 0 0 0 0.148429096791477 0 0 0.0460265397636888 0 0 0 -0.0279666356265221 0 0 0 0 0 0 0 0 0 -0.212865499036036 0 0 0 0 0 0 0 0 0 0 0 0 0 10.2449934230051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.88485765269462 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 -7.16406469517507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 79.5354716393939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0.00562798377011106 0 0 0 0 0 -0.0022384058357912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.28579580253653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.86706091506813 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.498083675606957 0 0 0 0 0 0 0 0 0 1.14775664937448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
