alphas,beta,steps,years,error_alpha,error_beta,scalar,min_value
0.2870651305756335,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.001730702717122395,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
1.4960117466777938,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.02566863097773542,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.1678143156100411,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.015935253012794914,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
1.675663910972178,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.26306921197847183,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.000890330937609431,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.3805432811677067,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.1083145148649148,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0008210572084185665,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.08130618755783352,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0004147424242586583,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0005513957881939871,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.2190519184866032,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
1.0363310049121282,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
1.0568262769299903,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0005285959001142323,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
1.4530366190019643,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.22164672073073458,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.6243500584433778,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
1.13484410773353,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.9006260867342699,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.6189119919231032,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0006610696135189604,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.08920264841748606,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.33281709309110674,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.020350878373458232,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
6.953733571981487,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
1.495811367189423,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0007839008192577523,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0008189938501037941,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.011822529472079483,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.7299179346131854,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.16352628354525947,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.23586448999185783,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.34706038981790077,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.1019494044987695,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.7539251700866421,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0003669284880933844,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.00032339720442472764,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.027256784309941284,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0242005772506575,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0008496779831021006,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.2018634392581629,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0003712371077169349,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.36342677450987776,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0002390243569421757,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.17254397780059108,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0003678040411716629,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0012523821464218625,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0014061744265945933,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.0003952692618383859,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.002079234220102232,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
0.10659028491143435,1.5403583695921614e-08,50,21,0.1698669348795808,0.006339100282399368,100,0.01
