alphas,beta,steps,years,error_alpha,error_beta,scalar,min_value
1.214486337237768,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.14038768038011612,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0008602307927495091,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.08641903696635886,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0007476050558328001,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.07537039786298742,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.06254216739381585,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.10691976549677937,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.1689306434340954,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.15366249505616802,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.2709629100302467,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0406068059778085,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0004414795186594548,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
1.3939551325270505,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.1583961116411071,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.11229080884595236,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.1596609484313325,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.5761877651615918,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.3023470518592115,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.8664208403063942,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
1.2511629329072511,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.34540552452997964,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.7581249976463228,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
5.062696529510264,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.1717989273698657,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.4376060368721875,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.005112468390697165,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.05548892404997518,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0072239721543211535,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.017323938092580628,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.6616943959650451,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
3.0244548777695974,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.00976098019480852,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.5588457672328461,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.003765325881792246,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.8310326173194603,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
1.1548749695868994,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.22827918268852745,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.00030843788359408435,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.09650055314857353,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
1.4589842404383335,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.00032773094627191904,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.000490042501645038,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0003907263349384336,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0003272296975608924,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.705337234999922,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0003629281291096212,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0007730793097806147,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0004897537184173153,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
1.4608863367762868,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.42755163726635814,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.014331497643608249,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.2814361609288784,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.131247207814888,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.0638322330034157,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
0.10818358522166462,3.2649846643900366e-08,50,21,0.241033391153358,0.0018879635604193146,100,0.01
