seriesCode,meanGap,per1,per5,per10,per90,per95,per99
sdg2_crlyld,0.48634262772848996,0.4858587064511317,0.48597012009721474,0.48602889253329834,0.48666166536485533,0.4867205046384327,0.4868381252597594
sdg2_obesity,0.07291027410758681,0.07290983875977716,0.072909953336635,0.0729099991610575,0.07291055300450894,0.07291060593961772,0.07291070549317563
sdg2_snmi,0.5780578837389602,0.5779601941042657,0.5779828845194067,0.5779947016233271,0.5781212234159686,0.5781320951515754,0.5781560460578014
sdg2_trophic,0.21872800376264936,0.21872756572127341,0.21872767127288667,0.21872772285244438,0.21872827832460398,0.21872832992399993,0.21872843941549788
sdg2_undernsh,0.1902224079100005,0.19014105732305428,0.19016230257522096,0.1901717762760371,0.19027340380033206,0.190283724397184,0.19030351626647635
sdg2_wasting,0.10781131068701427,0.10781108247158737,0.10781113876676773,0.10781116767819772,0.10781145371461727,0.10781148448403595,0.1078115404076186
sdg3_births,0.08881730179683661,0.08749254947571632,0.08781414363768152,0.08797032033493249,0.08965650607223387,0.08981747934215975,0.09012506185498119
sdg3_fertility,0.024034502401033074,0.023949417845626948,0.02397068957099308,0.02398054302269019,0.024089720831534187,0.024099879271021925,0.02412146380437844
sdg3_hiv,0.0012248411268807886,0.0012244144616318062,0.00122451647692389,0.0012245715780633685,0.0012251069898787988,0.0012251553522978408,0.0012252670475198333
sdg3_lifee,0.17268455111907183,0.17253988849509125,0.17257681950423268,0.1725949198268557,0.17277841640487057,0.1727943997306956,0.17282733196810743
sdg3_matmort,0.007069982354961406,0.007032659619187762,0.007042738585688072,0.0070469509148638095,0.007093396589077159,0.007097607323277821,0.007105263522637674
sdg3_ncds,0.1554906146299908,0.15541148282736061,0.15543219307636577,0.15544177446683477,0.1555398383044438,0.1555501867174987,0.15556910724713674
sdg3_swb,0.28506302086449486,0.28500925181504105,0.2850213541734374,0.28502801047055537,0.28509673889943393,0.28510339303541654,0.2851167903461612
sdg3_tb,0.026878295223602952,0.02687727066010687,0.026877517752433452,0.026877652175018765,0.026878967427355203,0.026879092676507326,0.026879348815110598
sdg3_traffic,0.11560205206995922,0.11560163694008016,0.11560172867592819,0.11560177531929823,0.11560232260150671,0.11560236535792927,0.11560246798500419
sdg3_u5mort,0.048853327281707916,0.04874812675815592,0.04877442311287252,0.048787577509803844,0.0489199655640265,0.04893222700797463,0.04895639538020894
sdg3_uhc,0.37672240851928757,0.37616935741095603,0.37629316716972144,0.37636535629275675,0.37708177778687396,0.37714633206974607,0.3772739554501651
sdg3_vac,0.20182639026003757,0.2014353831983552,0.201527676940802,0.2015779918747023,0.20206804714433146,0.20211731195979682,0.20220807071430913
sdg4_primary,0.27740908434730555,0.2770596778233958,0.2771451663122184,0.2771869708546344,0.27762838686488445,0.2776669506550542,0.2777450121295893
sdg4_second,0.3830139278168738,0.38273682660904496,0.3828069433114247,0.3828422540827431,0.38318672341819426,0.38321754672056035,0.383282620629705
sdg5_edat,0.27177023315829735,0.2711020507466549,0.2712601795337149,0.27133883645197243,0.2721968455778317,0.27227949615920694,0.2724619315558007
sdg5_familypl,0.3571973683799674,0.35661278252340706,0.356767013298672,0.356835674801863,0.35755768131972354,0.35762502953276026,0.357756358548182
sdg5_lfpr,0.6485555142693341,0.6480929731645708,0.6482006837762613,0.6482602967007096,0.6488560317377573,0.6489155570605531,0.6490180509938442
sdg5_parl,0.2947814439945266,0.29475140759652396,0.2947581755744791,0.29476197626953726,0.2948013004588044,0.29480499208314354,0.2948121524360189
sdg6_sanita,0.17954188820803624,0.17851178867658327,0.17876091815651066,0.17888150788917978,0.18018894036428892,0.18032821631490564,0.1805907476307159
sdg6_scarcew,0.00098633002643541,0.0009859907226168606,0.000986068139530892,0.0009861098720861123,0.0009865532048828694,0.0009865907037006035,0.0009866856664324164
sdg6_water,0.05965739528468273,0.059526450142609134,0.05955886119792897,0.05957507472305276,0.0597401423777167,0.05975400998009982,0.05978535683955817
