seriesCode,meanGap,per1,per5,per10,per90,per95,per99
sdg1_oecdpov,0.10644166604176321,0.10644139342617702,0.1064414540105595,0.10644148993470337,0.10644183970541503,0.10644187120719382,0.10644194229014987
sdg2_crlyld,0.51311811424354,0.5128740976470608,0.5129246113432124,0.5129562089509612,0.5132799959382058,0.5133097411096528,0.5133696703737594
sdg2_obesity,0.22967520541132957,0.22967483886178963,0.22967493109314366,0.22967497298200543,0.22967543784065247,0.2296754821418029,0.22967556892350854
sdg2_snmi,0.5318853531333415,0.5318110446711536,0.5318288665049846,0.5318380659301343,0.5319347044605167,0.5319437115468436,0.5319622914771074
sdg2_trophic,0.20115728776735278,0.20115687079738445,0.20115696926793233,0.20115702011744502,0.20115755224042028,0.20115761023785353,0.20115771585235093
sdg2_undernsh,0.024975829068168552,0.024975610740950553,0.024975667305199477,0.024975692568879746,0.024975966717517686,0.024975992348841063,0.024976041362266138
sdg2_wasting,0.012627691228192777,0.01262300066001527,0.012624139893126262,0.012624751325814584,0.012630756767424546,0.01263129281800061,0.012632373378700892
sdg3_fertility,0.004224763729889046,0.004217489449163425,0.0042191550438568995,0.004220037628968608,0.004229418654591446,0.004230358180678103,0.004232037939439097
sdg3_hiv,0.00043232988960062614,0.0004301488887485064,0.00043065906438642714,0.0004309141522053874,0.0004337711357777435,0.0004340347265240025,0.0004345534263465401
sdg3_incomeg,0.003028695993269753,0.0028390836548983786,0.002884338592420486,0.0029065393110432147,0.003149939227651354,0.0031717198486611014,0.0032247259442717197
sdg3_lifee,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sdg3_matmort,6.193851478297027e-05,6.155626075537285e-05,6.165003767411819e-05,6.1699336840288e-05,6.218056636874032e-05,6.223289771235328e-05,6.232214669209783e-05
sdg3_ncds,3.1967652944238384e-07,1.763732576233841e-07,2.0944324342776862e-07,2.314899006306916e-07,4.1888648685553724e-07,4.4093314405846024e-07,4.740031298628448e-07
sdg3_smoke,0.060517954196242556,0.06002114136354043,0.06013618402592726,0.060198789697444445,0.06084519925285164,0.06090834425443538,0.06104060094200979
sdg3_swb,0.22433437901166195,0.22428007045930887,0.22429192461033412,0.2242990003438918,0.22436856307510197,0.22437435690628135,0.2243862078410641
sdg3_tb,0.0007237863581865842,0.0007212711271954725,0.0007218150958026761,0.0007221195186012032,0.0007254382261589142,0.000725767726409287,0.0007264812984395716
