seriesCode,meanGap,per1,per5,per10,per90,per95,per99
sdg2_crlyld,0.4624907209118968,0.4619080415853683,0.4620480929553014,0.4621176049669466,0.4628525922665482,0.46292315206954543,0.46305500511104625
sdg2_obesity,0.017566468735192672,0.017566015190016354,0.017566114794219077,0.017566174239524314,0.01756676148311296,0.017566822654320108,0.01756692667595787
sdg2_snmi,0.5791446147821943,0.5789522035204009,0.5789981596204257,0.5790232909795441,0.5792689654001901,0.5792925645125255,0.5793407938639249
sdg2_trophic,0.09678938104003841,0.0967889882783829,0.09678909008000242,0.09678913341447559,0.09678963416838779,0.0967896809764973,0.09678977863382791
sdg2_undernsh,0.15089936957521435,0.1508452334458737,0.15085912623446082,0.15086527823990023,0.15093270543435203,0.15093869989074746,0.15095100010526374
sdg2_wasting,0.1367709804458692,0.1366727792011025,0.1366982320477895,0.1367090050082489,0.13683267219310383,0.13684357608758635,0.13686612729083836
sdg3_births,0.058979652656690314,0.058089182691687856,0.05830291406800644,0.05840722083596135,0.05955389561931295,0.05965945686141439,0.059878739677390165
sdg3_fertility,2.1097779008969973e-07,0.0,0.0,0.0,5.274444752242493e-07,5.274444752242493e-07,6.329333702690992e-07
sdg3_lifee,0.11064397763732241,0.11038063619672607,0.11044543442985837,0.11047511141455368,0.11081284386010054,0.11084419278759561,0.11091734028508408
sdg3_matmort,0.005245312465165073,0.005193377573403735,0.005206875580341447,0.0052128194542240035,0.0052774221491990675,0.005283296946533614,0.005294854070954504
sdg3_ncds,0.12842313287857643,0.12829718940943113,0.12832912950006597,0.128343976957556,0.1285037028431686,0.12851896230615942,0.12854704480455023
sdg3_swb,0.5237533045256477,0.5237529401790078,0.5237530318406816,0.5237530725142783,0.5237535428385452,0.5237535886679501,0.5237536820453623
sdg3_tb,0.017224384958309885,0.017205737905304056,0.017210261731161206,0.01721247295992783,0.017236653291569398,0.017239061399424153,0.017243422189871134
sdg3_traffic,0.28232894563308464,0.28232851724056096,0.2823286085723741,0.2823286582032374,0.2823292251881095,0.2823292787563677,0.28232938900342613
sdg3_u5mort,0.014168319915580216,0.014048040892601168,0.014074645616545282,0.014089912517068013,0.01424419097332941,0.014259184340125299,0.014292779184757803
sdg3_uhc,0.24081285591149498,0.24003543416685597,0.24022527995756915,0.24030934851713068,0.2413145553798454,0.24141401390958472,0.24158122898644166
sdg3_vac,0.0005466105784119709,0.0004697082138139553,0.000487339407283241,0.0004966489966190383,0.0005975350075182297,0.0006081924556670247,0.0006282994843349612
sdg4_primary,1.9999210145049214e-08,0.0,0.0,0.0,4.999802536262304e-08,4.999802536262304e-08,5.999763043514764e-08
sdg4_second,0.001482825512513784,0.00132918921080914,0.0013613963431098695,0.0013800921391700352,0.0015851465031007958,0.001605388417031331,0.0016447893959496889
sdg5_edat,0.34929705914483744,0.349035833705319,0.3490974874652915,0.3491290851121996,0.3494671746184811,0.3494975344820567,0.3495564651186982
sdg5_familypl,0.2243965605137444,0.2241973062777803,0.22424190867612684,0.22426811317656467,0.2245276844004015,0.22455363881919987,0.22460068796223517
sdg5_lfpr,0.7033761864827327,0.703295469957699,0.7033174171945571,0.7033269082168839,0.7034274472075888,0.7034372214383401,0.7034556271538497
sdg5_parl,0.3319112362430035,0.3317022923173155,0.3317518021358665,0.3317769443534548,0.33204515301553,0.33207330554712267,0.3321250548142228
sdg6_sanita,0.066049941242735,0.0646599493142899,0.06499199817140257,0.06515789809700755,0.06694456922149794,0.06713515259312497,0.06749749817374212
sdg6_scarcew,0.008845361211492892,0.008845053536686636,0.008845135032828683,0.008845170702353945,0.008845555286310728,0.0088455904337187,0.008845663805206298
