alphas,beta,steps,years,error_alpha,error_beta,scalar,min_value,GoF_alpha,GoF_beta
0.11300634624413325,0.19161460643567937,50.0,21.0,-4.123934576785615e-05,-0.0002514356608155355,100.0,0.01,0.997404781215996,0.9995641243761143
0.0007391962382229217,,,,-1.3817515863934205e-07,,,,0.9986182484136072,
0.21996946517960203,,,,4.0369487960205675e-05,,,,0.999318825228093,
0.07364682710313548,,,,1.9248489073788733e-05,,,,0.9980559543016623,
0.8408850629524461,,,,-0.002596196550561274,,,,0.9883120173466848,
0.006871054903079201,,,,-6.390571413419366e-06,,,,0.9972636181587944,
0.031932919403072475,,,,-8.473504867225756e-06,,,,0.9990313121878059,
0.10944197447625353,,,,-8.211977932887749e-05,,,,0.994675297110281,
0.03862664953566988,,,,1.3921654938258143e-05,,,,0.9974881713374398,
0.22171445551955668,,,,0.0003868238726221307,,,,0.9920917409548847,
0.0017717388935574504,,,,1.0521695879219805e-05,,,,0.9789566082415652,
0.2273963354177604,,,,1.1198156499290235e-05,,,,0.9996954091472013,
0.5116714131473515,,,,0.00021210288566123837,,,,0.9971427037452333,
0.01043593125773463,,,,5.6566622943421405e-06,,,,0.9980354854649665,
0.0004774703811190507,,,,7.165633206795973e-08,,,,0.9992834366793207,
0.041791174710699014,,,,-3.862025834422411e-06,,,,0.9996896479404169,
0.6930547187000571,,,,-0.0008195223476019464,,,,0.9966948963749659,
0.594069707293384,,,,-0.0004202834628904384,,,,0.997134511337713,
0.30975367758906747,,,,-0.00018815118401519727,,,,0.9977284874024438,
1.0981270833380712,,,,-0.002721427727879444,,,,0.990570804739921,
0.0003640803747261698,,,,-1.0472312760612113e-06,,,,0.9895276872393932,
0.2753179523061258,,,,-0.0007346585950060103,,,,0.9898951624194293,
1.1106105018247137,,,,-0.0008217531960106328,,,,0.9944790195930802,
0.8537725820256178,,,,0.0009288873994916003,,,,0.9921213961027006,
0.3016016932700579,,,,-0.0007605104661004702,,,,0.9895439181083082,
0.011248338480973251,,,,-1.7363267443215591e-06,,,,0.9988466660320109,
0.27116312454052094,,,,0.00045491510113876643,,,,0.9943286184761938,
0.39887463198704565,,,,-0.001095971655252157,,,,0.9911854135111076,
0.04809135190347881,,,,-3.202416552355203e-05,,,,0.9975459282471049,
0.4215113517633983,,,,0.0005875296139841168,,,,0.9947705419316053,
2.0070563905633665,,,,-0.0016578525700208502,,,,0.9971461621010064,
0.0026838392553472875,,,,-7.210621812703266e-07,,,,0.9980490482055607,
0.08617395147358677,,,,-2.131881358479859e-05,,,,0.9981574923241854,
0.0018435097793972,,,,7.493319197947324e-07,,,,0.9970372260934575,
2.389500441602306,,,,-0.00568794208722025,,,,0.9930459088757944,
0.11601035121381824,,,,0.00041930952245849084,,,,0.9865957248669159,
0.288908308759672,,,,0.00039046945019406644,,,,0.9949595863570643,
0.0003662433435816067,,,,-2.554528694531655e-07,,,,0.9974454713054697,
0.04980634096911029,,,,-6.43263188665344e-05,,,,0.9954354954938383,
0.6458311840961766,,,,0.0005329006119050916,,,,0.996888452843587,
0.0015262098053388023,,,,2.138311273114368e-06,,,,0.9952481971708571,
0.0115200095057327,,,,1.3447069963348214e-05,,,,0.9957427193927115,
0.3511406330794624,,,,-0.000742764600254091,,,,0.9904839094236114,
1.7241923940092538,,,,0.0004398256067634065,,,,0.9991463513088822,
0.0003383996592360428,,,,3.4371852706271964e-08,,,,0.9996562814729375,
3.6061304679404733,,,,0.009308590514814056,,,,0.9898948483879171,
3.047007810006219,,,,-0.001795571506351905,,,,0.9979603884716937,
0.0003833280210864291,,,,-9.269623063801191e-08,,,,0.9990730376936203,
0.3101931973526591,,,,-0.0003428279360826991,,,,0.995836957641239,
0.009769047637885817,,,,5.4180306250373176e-08,,,,0.9999806498906249,
0.08027266289332037,,,,5.7799636961419764e-06,,,,0.9994654521251357,
0.06796552608190161,,,,0.0002484655597120877,,,,0.9866468382050544,
0.004780513143172286,,,,1.5097390518725716e-06,,,,0.9988648578557349,
0.0824643601991799,,,,0.00022689373776515253,,,,0.9898714461726671,
