alphas,beta,steps,years,error_alpha,error_beta,scalar,min_value,GoF_alpha,GoF_beta
1.2113175079858522,0.691534390787225,50.0,21.0,-0.000977142762603407,0.0007920832383520038,100.0,0.01,0.9971636038522038,0.9987676215527762
0.13097752271569613,,,,5.250127932447946e-05,,,,0.9972703403300528,
0.0009226062312589741,,,,5.328995915476753e-07,,,,0.994671004084526,
0.007188689397504631,,,,2.642617211840559e-05,,,,0.9877164839839847,
0.0006785191989777155,,,,6.233995937066084e-07,,,,0.9937660040629371,
0.006666361678286857,,,,-5.612327271222739e-06,,,,0.9979965985679435,
0.07116386280757858,,,,0.0003494277077696495,,,,0.9833714941970089,
0.21012220865843342,,,,6.46907562797594e-05,,,,0.998949302634653,
0.15658129240011184,,,,-8.699808485800986e-05,,,,0.9963894108475618,
0.170851604012423,,,,0.00012085371002342527,,,,0.9949286363757678,
0.24956680720447763,,,,0.0001953119099788836,,,,0.9969125330932102,
0.019140742696806542,,,,5.73862952859372e-05,,,,0.9916370385504638,
0.0004524798825560333,,,,5.661883599827888e-07,,,,0.994338116400175,
1.550552324952927,,,,-0.002324437352466049,,,,0.992353618903854,
0.10576276950816925,,,,-0.000173259296386874,,,,0.9927791716644497,
0.20503409991683538,,,,-0.00012732024423144138,,,,0.9957595537664569,
0.1864572447350593,,,,0.000330936333232188,,,,0.9953266090895195,
0.8278498711210188,,,,-0.0007629576067590449,,,,0.9971461542519364,
0.0204625811682597,,,,-4.820931327742528e-06,,,,0.9993612310204019,
1.1637568841945611,,,,0.0022556201967833546,,,,0.9939031232650317,
1.2023490868691822,,,,6.333615054103347e-05,,,,0.9998156933021448,
0.6853443896462882,,,,0.0006643119719005597,,,,0.9959744259807192,
0.6893587989090209,,,,0.001329037051091646,,,,0.9941488258297493,
0.7536162387229751,,,,0.000998984161788883,,,,0.9929838448503027,
0.22046143802299967,,,,-5.037045121994766e-05,,,,0.9985063960449612,
0.48602483520812667,,,,0.0009881212412774687,,,,0.992497299114748,
0.0046874222781508185,,,,2.4703906343859216e-06,,,,0.9964137203246182,
0.07424839172476942,,,,0.00017229911041582112,,,,0.9929470798868938,
0.00740168619051306,,,,-2.578966587236664e-06,,,,0.9990304636890087,
0.01690495691039827,,,,2.5220517365767136e-05,,,,0.9949792485966064,
0.7196659277607096,,,,-0.0007155147867408118,,,,0.9965297168416398,
1.3927765327867516,,,,0.0041399575114455444,,,,0.9911430773605394,
0.00865727979149091,,,,5.7718269489726025e-06,,,,0.9956263386531796,
0.031771332258618765,,,,1.2703697310172401e-05,,,,0.9972814421041184,
0.004348583730171267,,,,2.198329495695095e-07,,,,0.9996565954802245,
1.6191276409452948,,,,-0.0010542060923373953,,,,0.997873342563728,
1.1358620104271093,,,,-0.0018418927656415462,,,,0.9942690869115169,
0.23648783263189216,,,,0.00011041460396905123,,,,0.9984154407541811,
0.0004116328668151777,,,,-3.0134574757312294e-07,,,,0.9969865425242703,
0.06973489155568442,,,,1.0989114953758871e-05,,,,0.9994648541726381,
1.5227438759528398,,,,0.0025198789908767337,,,,0.9941675517930905,
0.00032041854194777577,,,,1.0627647068872648e-06,,,,0.9893723529311328,
0.004052207429530567,,,,-1.3081820664808674e-05,,,,0.9891885779629689,
0.00032370499449937696,,,,-1.2227850319845858e-07,,,,0.9987772149680152,
0.0003319573067855396,,,,-2.3417681774162702e-07,,,,0.997658231822585,
0.6633752382633281,,,,-0.0027308914325162447,,,,0.9855284242391676,
0.00032997494935176004,,,,2.6969120995090636e-07,,,,0.9973030879004923,
0.0002964577922430502,,,,3.7209787279834927e-07,,,,0.9962790212720184,
0.00034993306497421386,,,,-6.190536403494207e-07,,,,0.993809463596509,
0.4460083900533093,,,,0.0015574532834409637,,,,0.9879297549395127,
0.014553095969673227,,,,3.4747999243052164e-05,,,,0.9918942122584177,
0.37777744980716743,,,,-0.0001230211099375822,,,,0.9971912280835933,
0.14890535827732723,,,,-0.0003296390612180744,,,,0.992333476841631,
0.058675006249110276,,,,-0.00013876023573250684,,,,0.991909387009232,
0.040942561262187344,,,,7.127225315898045e-05,,,,0.9941234871821103,
