alphas,beta,steps,years,error_alpha,error_beta,scalar,min_value,GoF_alpha,GoF_beta
0.19520792180859955,0.11357631592004357,50.0,21.0,-8.878911921144094e-06,-0.0008181323027710574,100.0,0.01,0.9997090535962374,0.9986179363814426
0.0007460245867588316,,,,1.214823230100137e-07,,,,0.9987851767699005,
0.0003598236103963306,,,,-3.0694840194911424e-07,,,,0.9969305159805093,
0.07595249617144358,,,,-8.620683111928428e-06,,,,0.9991512707601085,
0.1454503506953518,,,,0.00020563828588990418,,,,0.995813813926808,
0.03806473066229062,,,,-1.2154122025265223e-06,,,,0.9998858965724658,
0.4251927206517229,,,,-0.0010494650846524678,,,,0.9924495729119163,
0.2676316707105465,,,,-0.00021374177132116757,,,,0.9943857017962496,
0.013316826529610236,,,,-1.2685855555787384e-05,,,,0.9928388752095398,
0.34185689397127006,,,,0.00016359150919328157,,,,0.9968384857320862,
0.0055052154634054875,,,,3.2519687468379742e-06,,,,0.9978728113640914,
0.3712595807100333,,,,-0.0005580477653315086,,,,0.990643677380586,
0.07307726971100359,,,,-6.471144442357968e-05,,,,0.9946142256453097,
0.002492539281209204,,,,4.596473068971818e-06,,,,0.9934023644424105,
0.000564653074491403,,,,1.1117712062969077e-07,,,,0.9988882287937036,
0.03838863104573518,,,,-8.590168824156307e-06,,,,0.9992783573490435,
1.1992477412174474,,,,-0.0007164795640080967,,,,0.9977393433240994,
0.5512169136794577,,,,0.0013793580045133068,,,,0.9909415328529922,
0.008357309330252858,,,,-8.231294626313e-06,,,,0.9963897830586348,
0.5350787326198845,,,,-0.000992850796650515,,,,0.9940664752765663,
0.30583183476719783,,,,-0.00018294589447819475,,,,0.9977416677101766,
0.5117567016447336,,,,-6.135651175483759e-05,,,,0.9995455191678524,
0.5184372895734652,,,,0.00032849884192145853,,,,0.9952956785050229,
0.4672456729132262,,,,-0.00011625376455157266,,,,0.9982224195022695,
0.8164804491258574,,,,0.0003867152822685682,,,,0.998172694521921,
0.0025886192316055124,,,,-5.627326231660845e-08,,,,0.9998373231133261,
0.21916241903453043,,,,-3.0085262262815605e-05,,,,0.9995928945252226,
0.41117369612004395,,,,-0.001212859772549848,,,,0.9920733814439733,
0.007744278017753791,,,,-1.2630638074284662e-05,,,,0.994014109145471,
0.12413339389629943,,,,0.00011747502360108797,,,,0.9973823321504667,
1.6362522717319274,,,,-0.005918334479752048,,,,0.9875152522977529,
0.000723289447615478,,,,-1.6256934500802345e-07,,,,0.9983743065499205,
0.7718101114930211,,,,-0.0004944731837626649,,,,0.9952240124417892,
0.114308513056531,,,,-7.576529921761166e-05,,,,0.9950668490610617,
2.8613077653971275,,,,-0.005813473188125755,,,,0.9918941971923619,
0.0705385353417409,,,,-8.653432884116797e-05,,,,0.9954275151773919,
0.2123269039254928,,,,0.0007619973389734547,,,,0.9866137655102891,
0.007299948222790571,,,,-1.835082606357563e-05,,,,0.9908041671138621,
0.0004377601729002629,,,,-9.137883313314887e-07,,,,0.9908621166866898,
0.06447724414630086,,,,-0.00013191812128653167,,,,0.9923813569301511,
0.0003532401488254591,,,,1.3721712754488636e-06,,,,0.9862782872455184,
0.0003440782813970453,,,,-1.0385873220286611e-06,,,,0.9896141267797187,
0.0038679852455757208,,,,5.125112281234578e-06,,,,0.9958332420477765,
0.22749344954274334,,,,-0.00010459493692252408,,,,0.9980970619408864,
0.9731475960158927,,,,-0.003953937305899586,,,,0.9842883205235331,
0.6038413771611443,,,,-0.0010761285848055024,,,,0.9933605097186236,
0.8961344888928241,,,,-0.0016990076139407507,,,,0.9927163425052079,
1.14219579633583,,,,0.00022942372808259392,,,,0.999222281619462,
0.7395146879952282,,,,0.0014432323295127246,,,,0.9932073014828775,
0.00035712623504672057,,,,4.585615417340705e-07,,,,0.9954143845826616,
0.09152334814117004,,,,7.169698884169406e-05,,,,0.9977164335578939,
0.17751602377676795,,,,0.000262896474406773,,,,0.994885453011419,
0.0007508549338076486,,,,-7.962680152218126e-07,,,,0.992037319847786,
0.3060442468721606,,,,0.0005350194199580471,,,,0.9934477407205832,
0.05220120322426556,,,,-8.677144309251262e-05,,,,0.9938162360201823,
0.4163917226319956,,,,0.0005217963579580953,,,,0.9952385317284361,
